Select the Reason
all read used solar
all ready solar used
all ready used
all ready used solar
all ready used solar
all ready used solar
all ready used solar
all ready used solar
all ready used solar
all ready used solar
all ready used solar
all ready used solar
all ready used solar
all ready used solar
all ready used solar 
all ready used solar 
all ready used the solar
all ready used the solar
all ready used the solar
all ready used the solar 
all ready used the solar and battery back issue
already used solar 
already used the solar 
customer want govt subsidiary 
customer want the call 
customer want the call back 2:30pm 
High cost of Solar Power Systems
I don't understand solar technology
Interested, but later
Interested, but later
Interested, but later
Interested, but later
Interested, but later
Interested, but later
Interested, but later
Interested, but later
Interested, but later
Interested, but later
Interested, but later
Interested, but later
Interested, but later
Interested, but later
Lives in Rented House
My rooftop is not suitable for solar
Need to Send Quotation on Email ID - ndps@ndps.edu.in
Not having sufficient money for extra power generated
Not having sufficient money for extra power generated
Not having sufficient money for extra power generated
not owner  rent house
Property rented 
ready used the solar
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
Reason not given by Customer
